activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059012050,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,605000.0,46.0,5.375,-0.91192,2,4918.45,NA,1572.0,90.0,,360,NA,NA,2,2,2,2,1325000,1,1,3,5,1,NA,258,41,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,2,5,,,10,,,,4127,26.34,125500,118.6,789,1018,23
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08014,08014030400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,255000.0,70.0,6.99,0.8387,2,6484.2,NA,5261.25,2894.25,737.95,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,91,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,5,,,,10,,,,3807,18.33,125500,148.47,1151,1338,43
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035014112,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,32,1,2,2,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,78,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,2,5,,,,10,,,,3811,18.79,125500,130.02,1091,1350,29
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059010205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,535000.0,80.0,6.375,-0.20252,2,2026.55,NA,863.1,68.1,47.95,360,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,205,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,2,5,,,,10,,,,2572,14,125500,121.53,853,918,46
2023,7H6GLXDRUGQFU57RNE97,22660,CO,08069,08069000505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,335000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,145,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,2,5,,,,10,,,,3094,25.99,118700,55.95,585,914,30
2023,7H6GLXDRUGQFU57RNE97,22660,CO,08069,08069001109,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,1,1,1,2,2,2,535000.0,80.0,6.0,-0.25051,2,11005.25,NA,8876.8,7394.8,,360,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,151,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,25-34,No,No,1,1,1,2,5,,,10,,,,5121,22.93,118700,104.64,1157,1767,32
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035014603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,555000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,270,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,35-44,No,No,1,1,2,5,,,,10,,,,7165,22.3,125500,113.38,1907,2218,25
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005082300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,2,1,1,1,2,2,2,405000.0,89.0,6.99,0.41035,2,1366.5,NA,500.0,3476.0,,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,102,45,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,5,,,,10,,,,3752,61.19,125500,65.43,795,1062,40
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000501,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,2,0,2,1,1,1,2,2,2,2265000.0,60.0,5.375,-1.00596,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,3775000,1,2,3,5,1,NA,782,36,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,35-44,25-34,No,No,1,1,5,,,,,10,,,,1222,25.94,90900,119.7,551,1339,28
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08093,08093000500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,205000.0,46.0,6.5,-0.055,3,5218.45,NA,4320.0,3138.0,,360,NA,NA,2,2,2,2,435000,1,2,3,5,1,NA,200,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,5,,,,10,,,,2483,12.24,125500,66.4,1180,2853,23
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013013006,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,305000.0,31.0,6.5,-0.07343,2,4347.65,NA,3174.0,1692.0,1.2,360,NA,NA,2,2,2,2,985000,1,1,3,5,1,NA,409,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,65-74,No,Yes,1,1,1,2,5,,,10,,,,5515,16.26,144100,107.69,1541,1875,33
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08001,08001008538,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,445000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,133,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,5,,,,10,,,,11712,43.97,125500,125.63,2306,2496,12
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035014602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,1,1,1,1,2,2,2,725000.0,60.0,6.125,0.08129,2,5413.45,NA,2402.0,,,180,NA,NA,2,2,2,2,1225000,1,1,3,5,1,NA,621,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,1,2,5,,,10,,,,2616,11.81,125500,130.98,860,963,30
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031005004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,295000.0,80.0,5.25,-1.4926,2,2.95,NA,0.0,15469.61,1802.5,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,73,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,2,5,,,10,,,,4687,47.88,125500,58.91,793,674,44
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08014,08014030800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,485000.0,80.0,6.5,0.05243,2,502.95,NA,0.0,,374.09,360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,199,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,2,5,,,,10,,,,5777,31.14,125500,125.26,1731,1888,27
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08014,08014031201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,385000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,119,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,5,,,,10,,,,2576,27.29,125500,89.09,286,142,10
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08001,08001008540,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,635000.0,80.0,6.125,-0.17323,2,10099.26,NA,8538.76,7056.76,,360,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,158,36,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,5,,,,10,,,,10376,40.36,125500,121.42,2478,2719,14
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005006808,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,1625000.0,80.0,6.375,-0.17295,2,9380.45,NA,6457.0,6075.0,2.95,360,NA,NA,2,2,2,2,2025000,1,1,3,5,1,NA,657,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,5,,,,,10,,,,5650,21.82,125500,177.65,1752,1812,41
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012105,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,1005000.0,31.74,5.99,-0.12659,3,6578.45,NA,5352.0,2770.0,2.95,360,NA,84,2,2,2,2,3155000,1,2,3,5,1,NA,521,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,5,,,,,10,,,,6635,39.34,144100,91.86,1657,1945,32
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08001,08001008507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,165000.0,34.0,6.875,0.33154,2,4509.02,NA,2796.07,1356.07,2.95,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,58,46,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,2,5,,,,10,,,,6290,45.5,125500,86.56,1671,2066,53
2023,7H6GLXDRUGQFU57RNE97,24540,CO,08123,08123002101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,395000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,79,NA,9,9,11,,,,,11,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,5,,,,10,,,,12329,34.45,109300,95.2,3118,3603,20
2023,7H6GLXDRUGQFU57RNE97,17820,CO,08041,08041005000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,3,1,1,2,2,2,395000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,73,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,5,,,,10,,,,5445,42.75,105000,58.39,1184,1931,44
2023,7H6GLXDRUGQFU57RNE97,24540,CO,08123,08123001405,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,3,2,1,32,1,2,2,2,195000.0,67.0,6.875,0.80292,2,6627.5,NA,4859.55,3269.55,2.95,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,55,37,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,5,,,,10,,,,5229,41.67,109300,109.42,968,1175,14
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005006704,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,2105000.0,80.0,6.25,0.39828,2,4745.45,NA,1482.0,,,360,NA,84,2,2,2,2,2625000,1,1,3,5,1,NA,445,45,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4596,13.12,125500,242.35,1500,1625,44
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08117,08117000404,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,955000.0,53.74,6.75,-0.03716,3,0.0,NA,0.0,820.44,,360,NA,84,2,2,2,2,1775000,1,2,3,5,1,NA,601,40,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,5,,,,,10,,,,1861,9.99,90900,176.54,667,1774,21
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035014603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,425000.0,85.0,6.125,-0.69368,2,4814.3,NA,3260.65,4478.65,,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,108,40,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,2,5,,,10,,,,7165,22.3,125500,113.38,1907,2218,25
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08001,08001009406,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,515000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,236,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,2,5,,,10,,,,4493,44.14,125500,78.92,1213,1293,45
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059012054,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,815000.0,79.99,5.99,0.0629,2,500.0,NA,0.0,,29.4,360,NA,84,2,2,2,2,1015000,1,1,3,5,1,NA,428,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,5,,,,,10,,,,4139,18.72,125500,147.66,1290,1357,31
2023,7H6GLXDRUGQFU57RNE97,17820,CO,08041,08041005125,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,635000.0,95.0,6.49,0.04312,2,7672.1,NA,5765.65,4283.65,2.95,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,171,38,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,5,,,,10,,,,5394,34.56,105000,125,1552,1810,10
2023,7H6GLXDRUGQFU57RNE97,24540,CO,08123,08123001413,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,355000.0,95.0,8.125,1.92094,2,0.0,NA,0.0,,3549.94,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,104,48,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,2,5,,,,10,,,,2859,40.96,109300,75.24,604,859,44
2023,7H6GLXDRUGQFU57RNE97,24540,CO,08123,08123002206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,445000.0,85.0,7.875,1.20175,2,502.95,NA,500.0,,998.25,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,176,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,2,5,,,,10,,,,3680,16.41,109300,105.27,767,973,40
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035014109,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,605000.0,46.0,5.875,-0.81758,2,3617.45,NA,2454.0,822.0,2.95,360,NA,NA,2,2,2,2,1335000,1,1,3,5,1,NA,154,45,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,>74,>74,Yes,Yes,1,1,2,5,,,,10,,,,2920,13.53,125500,160.06,1019,1117,18
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005085100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,1,1,1,2,2,2,635000.0,75.0,5.99,-0.4201,2,6827.94,NA,4141.49,1859.49,,360,NA,NA,2,2,2,2,855000,1,1,3,5,1,NA,175,38,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,5,,,,10,,,,6770,41.2,125500,177.37,1726,1898,0
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005086100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,1,1,1,1,2,2,2,425000.0,78.0,6.125,-0.36139,2,0.0,NA,0.0,2347.8,500.0,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,72,49,3,9,2,,,,,2,,,,,2,2,2,22,,,,2,22,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,2,5,,,10,,,,4986,38.73,125500,98,1308,1499,27
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031008388,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,1,1,1,1,2,2,2,365000.0,80.0,6.99,0.17391,2,0.0,NA,0.0,,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,90,44,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,2,5,,,10,,,,14773,78.29,125500,74.05,2097,2461,15
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005005702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,4,0,2,1,1,1,2,2,2,315000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,87,NA,9,9,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,5,,,,10,,,,2619,39.94,125500,69.84,141,552,24
2023,7H6GLXDRUGQFU57RNE97,22660,CO,08069,08069002507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,445000.0,95.0,6.75,0.35765,2,8378.2,NA,6616.75,5134.75,,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,136,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,2,5,,,,10,,,,4947,20.84,118700,117.19,1509,1676,19
2023,7H6GLXDRUGQFU57RNE97,24540,CO,08123,08123002108,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,415000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,180,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,6,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,2,5,,,,10,,,,6698,26.17,109300,137.72,1797,2052,18
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005005621,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,4,0,2,1,1,1,2,2,2,605000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,585,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,21,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,2,5,,,10,,,,3026,13.25,125500,142.06,993,1065,42
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035013910,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,2,265000.0,40.0,5.875,-0.30581,2,8048.75,NA,6771.8,5331.8,8.6,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,51,49,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,2,5,,,10,,,,8222,20.08,125500,152.45,2291,2500,19
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08001,08001008508,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,1,1,1,2,2,2,355000.0,70.0,5.99,-0.44991,2,617.45,NA,0.0,2387.0,,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,75,41,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,2,5,,,,10,,,,5558,42.62,125500,78.24,1345,1663,42
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031006815,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,1,1,2,2,1,215000.0,69.0,5.99,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,315000,1,3,3,5,1,NA,132,44,1,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,5,,,,10,,,,2017,21.62,125500,160.9,424,589,45
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005007111,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,Black or African American,Joint,3,0,2,3,1,1,2,2,2,645000.0,99.87,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,176,39,9,9,2,,,,,11,,,,,2,2,3,,,,,6,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,2,5,,,,3,,,,1790,73.91,125500,52.58,202,415,29
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035014410,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,655000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,233,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,5,,,,10,,,,12675,21.22,125500,126.48,3010,3368,12
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08085,08085966402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,165000.0,53.0,6.99,1.31309,2,5439.0,NA,3721.05,2281.05,,240,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,72,37,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,2,5,,,,10,,,,5099,25.18,90900,103.91,1264,1673,37
2023,7H6GLXDRUGQFU57RNE97,17820,CO,08041,08041007106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,1,3,2,1,1,1,2,2,2,505000.0,80.0,5.25,-0.59825,2,11293.29,NA,10186.84,12104.84,,240,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,175,44,2,9,1,,,,,2,,,,,2,2,1,5,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,5,,,,10,,,,6720,29.45,105000,176.22,1341,1789,7
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,31,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,70,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,2,5,,,,10,,,,6635,39.34,144100,91.86,1657,1945,32
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005006603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,505000.0,90.0,6.49,-0.07104,2,4876.35,NA,3641.4,2359.4,,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,183,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,5,,,,10,,,,3200,17.91,125500,95.56,866,993,58
